orf_id	name	start	end	strand	length
NP_009950.1	HSP30		156109	157107	R	999
NP_009952.2	YCR023C		158538	160373	R	1836
NP_009953.1	SLM5		160744	162222	R	1479
NP_878057.1	YCR024C-B		162599	162865	R	267
NP_058137.1	PMP1		162945	163067	R	123
NP_009955.2	NPP1		164111	166339	R	2229
NP_009956.2	RHB1		167370	167999	R	630
NP_009957.1	FEN2		170886	172424	R	1539
NP_009958.2	RIM1		172950	173440	R	491
NP_009959.2	SYP1		173826	176438	R	2613
NP_009960.2	RPS14A		177500	178220	R	721
NP_009961.2	BPH1		179520	186023	D	6504
NP_009962.2	SNT1		186489	190169	D	3681
NP_009963.1	FEN1		190592	191635	D	1044
NP_009964.2	RRP43		191834	193018	R	1185
NP_009965.2	RBK1		193297	194298	D	1002
NP_009966.2	PHO87		194414	197185	R	2772
NP_009967.2	BUD5		197621	199549	R	1929
NP_009868.3	MATALPHA2		199546	200178	R	633
NP_009869.3	MATALPHA1		200442	200969	D	528
NP_009971.1	TAF2		201174	205397	R	4224
NP_009972.1	YCR043C		206261	206644	R	384
NP_009973.1	PER1		206877	207950	R	1074
NP_009974.1	RRT12		208135	209610	R	1476
NP_009975.1	IMG1		209914	210423	R	510
NP_009976.1	BUD23		210718	211545	R	828
NP_009978.1	ARE1		211929	213761	D	1833
NP_009979.1	YCR050C		213464	213772	R	309
NP_009980.1	YCR051W		214071	214739	D	669
NP_009981.1	RSC6		214994	216445	D	1452
NP_009982.1	THR4		216697	218241	D	1545
NP_009983.1	CTR86		218376	220067	R	1692
NP_009984.1	PWP2		220457	223228	R	2772
NP_009985.1	YIH1		223454	224230	R	777
NP_009986.1	TAH1		224399	224734	D	336
NP_009987.2	YCR061W		225563	227458	D	1896
NP_009990.1	BUD31		228318	228791	D	474
NP_009991.2	HCM1		229310	231004	D	1695
NP_009992.1	RAD18		231500	232963	D	1464
NP_009993.1	SED4		233125	236322	R	3198
NP_009994.2	ATG15		237214	238776	D	1563
NP_009995.1	CPR4		239055	240011	D	957
NP_009996.2	IMG2		240103	240543	R	441
NP_009997.2	RSA4		240805	242352	R	1548
NP_009998.2	SSK22		242588	246583	R	3996
NP_009999.2	SOL2		246963	247910	D	948
NP_010000.1	ERS1		248033	248815	R	783
NP_878058.1	YCR075W-A		248975	249202	D	228
NP_010001.1	FUB1		249293	250045	R	753
NP_010002.3	PAT1		250238	252628	R	2391
NP_010003.2	PTC6		252845	254173	D	1329
NP_010004.1	SRB8		254371	258654	D	4284
NP_010005.1	AHC2		258883	259269	D	387
NP_010006.1	TRX3		259578	259961	D	384
NP_010007.1	TUP1		260311	262452	R	2142
NP_010009.1	CSM1		263392	263964	D	573
NP_010011.1	YCR087C-A		264006	264467	R	462
NP_010012.1	ABP1		265068	266846	D	1779
NP_010013.2	FIG2		267434	272263	D	4830
NP_010014.1	YCR090C		272315	272863	R	549
NP_010015.3	KIN82		274404	276566	D	2163
NP_010016.2	MSH3		276764	279820	R	3057
NP_010017.2	CDC39		280117	286443	D	6327
NP_010018.1	CDC50		286762	287937	D	1176
NP_010019.1	OCA4		288170	289258	R	1089
NP_001018032.1	YCR095W-A		289639	289797	D	159
NP_010020.1	HMRA2		293179	293538	R	360
NP_010021.1	HMRA1		293835	294321	D	487
NP_010022.1	GIT1		297049	298605	R	1557
NP_010023.1	YCR099C		300832	301299	R	468
NP_010024.1	YCR100C		301271	302221	R	951
NP_010025.1	YCR101C		302482	303030	R	549
NP_010026.1	YCR102C		304361	305467	R	1107
NP_010029.1	PAU3		307801	308175	D	375
NP_010030.1	ADH7		309070	310155	D	1086
NP_010031.1	RDS1		310958	313456	D	2499
NP_010032.1	AAD3		313890	314981	D	1092
NP_878059.1	YCR108C		315997	316188	R	192
NP_010033.1	COS7		1802	2953	D	1152
NP_010034.1	MPH2		5985	7814	D	1830
NP_010035.1	SOR2		8683	9756	R	1074
NP_010036.1	HXT15		11657	13360	R	1704
NP_010037.1	THI13		16204	17226	D	1023
NP_010038.1	AAD4		17577	18566	R	990
NP_010040.1	YDL241W		20635	21006	D	372
NP_010041.2	LRG1		22823	25876	D	3054
NP_010042.2	ADY3		26403	28775	R	2373
NP_010043.1	GUD1		28985	30454	R	1470
NP_010044.2	AIM6		30657	31829	D	1173
NP_010045.1	PHO13		32296	33234	D	939
NP_010046.1	YPD1		33415	33918	R	504
NP_010047.1	GYP7		34237	36477	R	2241
NP_010048.1	MFG1		36797	38173	D	1377
NP_010049.1	OST4		38487	38597	D	111
NP_010050.1	BRE4		38867	42244	R	3378
NP_010051.1	PTP1		42700	43707	D	1008
NP_010052.1	SSB1		44065	45906	D	1842
NP_010054.1	HO		46271	48031	R	1761
NP_010055.1	GCS1		51115	52173	R	1059
NP_010056.1	SHS1		52445	54100	D	1656
NP_010057.1	WHI4		54397	56346	R	1950
NP_010058.1	HBT1		57265	60405	R	3141
NP_010059.1	FMP45		60872	61801	R	930
NP_010061.1	CDC13		62244	65018	R	2775
NP_010062.1	DTD1		65242	65765	D	524
NP_010063.1	YDL218W		66493	67446	D	954
NP_010064.1	TIM22		67983	68606	R	624
NP_010065.2	RRI1		68997	70319	R	1323
NP_010066.1	GDH2		70640	73918	R	3279
NP_010067.1	PRR2		74446	76545	R	2100
NP_010068.1	NOP6		77289	77966	R	678
NP_010069.1	SHR3		78426	79058	D	633
NP_010070.1	YDL211C		79294	80412	R	1119
NP_010071.1	UGA4		84270	85985	D	1716
NP_010072.1	CWC2		86207	87226	R	1020
NP_010073.2	NHP2		87512	87982	D	471
NP_010074.1	GLE1		88248	89864	D	1617
NP_010075.1	YDL206W		90176	92464	D	2289
NP_010076.1	HEM3		92762	93745	R	984
NP_010077.1	RTN2		94605	95786	D	1182
NP_010078.1	ACK1		96082	97953	R	1872
NP_010079.1	MRPL11		98475	99224	D	750
NP_010080.1	TRM8		99561	100421	D	861
NP_010081.2	MGT1		100501	101067	R	567
NP_010082.1	YDL199C		101290	103353	R	2064
NP_010083.1	GGC1		103649	104551	R	903
NP_010084.1	ASF2		104917	106494	R	1578
NP_010086.2	SEC31		107208	111029	D	3822
NP_010087.1	SNF3		111580	114234	D	2655
NP_010088.1	NUS1		114672	115799	D	1128
NP_010089.1	ARF1		116321	116866	D	546
NP_010145.1	RPL35A		117664	118517	D	854
NP_010091.2	UFD2		118707	121592	R	2886
NP_010092.2	RBS1		122216	123589	D	1374
NP_010093.1	PPH22		123865	124998	R	1134
NP_010095.1	YDL186W		125616	126449	D	834
NP_010096.1	VMA1		126787	130002	D	3216
NP_010097.1	RPL41A		130407	130484	R	78
NP_010098.1	YDL183C		130871	131833	R	963
NP_010099.1	LYS20		133437	134723	D	1287
NP_010100.1	INH1		135179	135436	D	258
NP_010101.1	YDL180W		135896	137539	D	1644
NP_010102.1	PCL9		138291	139205	D	915
NP_010103.1	DLD2		139522	141114	D	1593
NP_010104.1	YDL177C		141209	141721	R	513
NP_010105.1	YDL176W		142097	144223	D	2127
NP_010106.1	AIR2		144484	145518	R	1035
NP_010107.1	DLD1		145826	147589	R	1764
NP_010108.1	PAR32		148191	149078	D	888
NP_010110.1	GLT1		149203	155640	R	6438
NP_010111.1	UGA3		156318	157904	D	1587
NP_010112.1	UGX2		158064	158735	R	672
NP_010113.1	SFA1		159604	160764	D	1161
NP_010114.1	NRP1		160995	163154	R	2160
NP_010115.1	FAP7		163449	164042	R	594
NP_010116.1	CDC36		164290	164865	D	576
NP_010117.1	CDC9		164987	167254	R	2268
NP_010120.1	ENT1		167714	169078	D	1365
NP_878060.1	MHF2		169366	169608	R	243
NP_010121.1	DHH1		170410	171930	R	1521
NP_076884.1	YDL159W-A		172182	172313	D	132
NP_010122.1	STE7		172481	174028	D	1548
NP_010124.1	YDL157C		174232	174588	R	357
NP_010125.1	CMR1		174918	176486	D	1569
NP_010126.1	CLB3		176773	178056	D	1284
NP_010127.1	MSH5		178334	181039	D	2706
NP_010128.1	SAS10		181186	183018	R	1833
NP_010131.1	RPC53		183343	184611	D	1269
NP_010132.1	ATG9		184925	187918	D	2994
NP_010133.1	NOP14		188154	190586	R	2433
NP_010134.1	RPN5		190924	192261	D	1338
NP_010135.1	LDB17		192750	194225	D	1476
NP_010136.1	COP1		194571	198176	R	3606
NP_010137.2	YDL144C		198662	199732	R	1071
NP_010138.1	CCT4		199996	201582	D	1587
NP_010139.1	CRD1		201719	202570	R	852
NP_010140.1	BPL1		203039	205111	D	2073
NP_010141.1	RPO21		205360	210561	R	5202
NP_010142.2	SCM3		211375	212046	R	672
NP_010143.1	RGT2		213351	215642	D	2292
NP_010144.1	ARF2		216529	217074	D	546
NP_010090.1	RPL35B		217600	218367	D	768
NP_010146.1	RDI1		218680	219288	R	609
NP_010147.1	PPH21		219662	220771	R	1110
NP_010148.1	RPL41B		221724	221801	R	78
NP_010149.1	SRF1		222427	223740	D	1314
NP_010150.1	CDC53		224304	226751	D	2448
NP_010151.1	LYS21		227393	228715	D	1323
NP_010152.1	STF1		229171	229431	D	261
NP_010153.1	RPP1B		229906	230527	D	622
NP_010154.1	YDL129W		231024	231899	D	876
NP_010155.1	VCX1		232652	233887	D	1236
NP_010156.2	PCL2		234927	235853	D	927
NP_010157.1	CDC48		236157	238664	R	2508
NP_010158.1	HNT1		239019	239606	R	588
NP_010159.1	YDL124W		240259	241197	D	939
NP_010160.1	SNA4		241418	241840	D	423
NP_010161.1	UBP1		242552	244981	D	2430
NP_010162.1	YDL121C		245133	245582	R	450
NP_010163.1	YFH1		245923	246447	D	525
NP_010164.1	YDL119C		246689	247612	R	924
NP_010166.1	CYK3		248581	251238	D	2658
NP_010167.1	NUP84		251566	253746	D	2181
NP_010168.4	IWR1		253995	255126	R	1132
NP_010169.1	YDL114W		255604	256530	D	927
NP_010170.1	ATG20		256633	258555	R	1923
NP_010171.1	TRM3		258915	263225	D	4311
NP_010172.1	RRP42		263313	264110	R	798
NP_010173.1	TMA17		264512	264964	R	453
NP_010174.1	YDL109C		265258	267201	R	1944
NP_010175.1	KIN28		267698	268699	D	1002
NP_010176.1	MSS2		268921	269976	D	1056
NP_010177.1	PHO2		270222	271901	R	1680
NP_010178.1	NSE4		272389	273597	D	1209
NP_010179.1	QRI7		273653	274876	R	1224
NP_010180.1	QRI1		275148	276581	R	1434
NP_010181.2	POL3		276872	280165	D	3294
NP_010182.1	DUN1		280307	281848	R	1542
NP_010183.1	GET3		282112	283176	R	1065
NP_010184.1	BUG1		283419	284444	D	1026
NP_010185.1	SNU23		284581	285165	R	585
NP_010186.1	RPN6		285391	286695	R	1305
NP_010188.1	PMT1		287059	289512	D	2454
NP_010190.1	PMT5		289909	292140	D	2232
NP_010191.1	SRP14		292781	293221	D	441
NP_010192.1	UBX3		293392	294759	R	1368
NP_010193.1	RAM1		295034	296329	R	1296
NP_010194.1	NUR1		296820	298274	D	1455
NP_010195.1	ASM4		298417	300003	R	1587
NP_010196.1	LUC7		300214	300999	R	786
NP_010197.1	YDL086W		301413	302234	D	822
NP_075208.1	YDL085C-A		302464	302670	R	207
NP_010198.1	NDE2		303211	304848	D	1638
NP_010199.1	SUB2		305237	306577	D	1341
NP_010200.1	RPS16B		306926	307789	R	864
NP_010201.1	RPL13A		308424	309388	D	965
NP_010202.1	RPP1A		309802	310122	R	321
NP_010203.1	THI3		310642	312471	R	1830
NP_010204.1	MRK1		312951	314748	R	1798
NP_010205.1	MDH3		315357	316388	R	1032
NP_010206.1	VAM6		316971	320120	R	3150
NP_010207.1	RXT3		320668	321552	R	885
NP_010208.1	RPL31A		322226	322988	D	763
NP_010209.1	BRE1		324047	326149	R	2103
NP_010210.1	YDL073W		326613	329567	D	2955
NP_010211.1	YET3		329836	330447	R	612
NP_010213.1	BDF2		331024	332940	D	1917
NP_010214.2	CBS1		333121	333810	R	690
NP_010216.1	COX9		334217	334396	R	180
NP_010217.1	IDP1		334835	336121	D	1287
NP_010218.2	PEX19		336249	337277	R	1029
NP_010219.1	UBC9		337487	338070	D	584
NP_010220.1	SYO1		338272	340134	R	1863
NP_010222.1	RPS29B		340628	340798	R	171
NP_010223.1	TSR1		341619	343985	D	2367
NP_010224.1	RAD59		344237	344953	R	717
NP_010225.1	USO1		345665	351037	D	5373
NP_010226.1	YDL057W		351434	352420	D	987
NP_010227.1	MBP1		352877	355378	D	2502
NP_010228.1	PSA1		355674	356759	R	1086
NP_010229.1	MCH1		359825	361285	R	1461
NP_010230.1	PBP4		361699	362256	R	558
NP_010231.1	SLC1		362672	363583	R	912
NP_010232.1	LHP1		363952	364779	D	828
NP_010234.1	KNH1		365068	365874	R	807
NP_010235.1	STP4		366739	368211	R	1473
NP_010236.1	SIT4		369771	370706	D	936
NP_010237.1	NPC2		371240	371761	D	522
NP_010238.1	MRP10		372248	372535	D	288
NP_010239.1	FAD1		372688	373608	R	921
NP_010240.1	MTF2		373967	375289	R	1323
NP_010241.1	PRP11		375680	376480	R	801
NP_010242.1	SIR2		376757	378445	R	1689
NP_010244.1	NAT1		378874	381438	R	2565
NP_010245.2	PRM7		381985	384081	R	2097
NP_010247.1	BSC1		384601	385587	R	987
NP_010248.1	PUS9		387513	388901	R	1389
NP_010249.1	GPR1		389172	392057	R	2886
NP_010251.1	SLM3		392659	393912	R	1254
NP_010253.2	DBP10		394217	397204	D	2988
NP_010254.1	PRP9		397537	399129	D	1593
NP_010255.1	ARP2		399340	400638	D	1299
NP_010256.2	MPS1		400997	403291	R	2295
NP_010257.1	YDL027C		403695	404957	R	1263
NP_010259.1	RTK1		405344	407206	R	1863
NP_010260.1	DIA3		408451	409857	R	1407
NP_001257670.1	YDL022C-A		409808	410056	R	249
NP_010262.1	GPD1		411825	413000	D	1176
NP_010263.1	GPM2		413953	414888	D	936
NP_010264.3	RPN4		415113	416708	R	1596
NP_010265.1	OSH2		417663	421514	R	3852
NP_010266.1	ERP3		422833	423510	R	678
NP_010267.3	CDC7		424209	425732	D	1524
NP_010269.1	TSC13		426002	426934	R	933
NP_010270.1	NOP1		427364	428347	D	984
NP_010271.3	SLX5		429067	430926	D	1860
NP_010272.1	YDL012C		431108	431517	R	410
NP_010274.1	GRX6		432330	433025	D	696
NP_001257671.1	YDL009C		432925	433248	R	324
NP_010276.3	APC11		433497	433994	D	498
NP_001032574.1	YDL007C-A		436567	436824	R	258
NP_010277.1	RPT2		438047	439360	D	1314
NP_010278.3	PTC1		439909	440754	D	846
NP_010279.3	MED2		441014	442309	R	1296
NP_010280.1	ATP16		443029	443511	D	483
NP_010281.1	MCD1		444683	446383	D	1701
NP_010282.3	NHP10		446967	447578	R	612
NP_010283.3	RMD1		447984	449276	D	1293
NP_010284.1	NTH1		450220	452475	R	2256
NP_010285.1	YRB1		453045	453650	D	606
NP_010286.3	RCR2		454122	454754	D	633
NP_878061.3	YDR003W-A		454782	454904	D	123
NP_010287.1	RAD57		455201	456583	D	1383
NP_010288.1	MAF1		456836	458103	R	1268
NP_010289.3	SOK1		458542	461247	R	2706
NP_010290.3	TRP1		461842	462516	D	675
NP_010292.1	GAL3		463434	464996	D	1563
NP_010294.1	SNQ2		465919	470424	D	4506
NP_010295.3	RPL4B		471853	472941	D	1089
NP_010296.3	PSF1		473157	473783	D	627
NP_010297.1	RAD61		474046	475989	D	1944
NP_001035220.1	HED1		477797	478285	D	489
NP_010299.3	DAD1		478474	478758	R	285
NP_010300.3	KCS1		479115	482267	R	3153
NP_010301.1	YDR018C		482670	483860	R	1191
NP_010302.1	GCV1		484163	485365	R	1203
NP_010303.3	DAS2		485746	486444	R	699
NP_010304.3	FAL1		486804	488003	D	1200
NP_010305.1	ATG31		488072	488662	R	591
NP_010306.1	SES1		489508	490896	D	1389
NP_010308.3	RPS11A		491515	492324	D	810
NP_010309.3	NSI1		492556	494268	R	1713
NP_010310.1	VPS54		494649	497318	R	2670
NP_010311.1	REG1		497835	500879	R	3045
NP_010313.3	RAD28		501753	503273	R	1521
NP_010314.4	MIC14		503498	503863	D	366
NP_010315.1	PST2		504099	504695	R	597
NP_010316.1	MRH1		508147	509109	D	963
NP_010317.3	LYS14		509737	512109	R	2373
NP_058138.3	YDR034C-D		514043	519356	R	5314
NP_058139.1	YDR034C-C		518040	519356	R	1317
NP_010318.1	YDR034C-A		520516	520692	R	177
NP_010319.3	YDR034W-B		521314	521469	D	156
NP_010320.3	ARO3		521816	522928	D	1113
NP_010321.1	EHD3		523211	524713	R	1503
NP_010322.1	KRS1		525440	527215	D	1776
NP_010323.3	ENA5		527422	530697	R	3276
NP_010324.3	ENA2		531307	534582	R	3276
NP_010325.1	ENA1		535192	538467	R	3276
NP_010326.1	RSM10		539803	540414	D	612
NP_010327.3	YDR042C		540601	541203	R	603
NP_010328.3	NRG1		542674	543369	R	696
NP_010329.1	HEM13		546642	547628	D	987
NP_010330.1	RPC11		547978	548310	R	333
NP_010331.3	BAP3		548762	550576	R	1815
NP_010332.3	HEM12		551860	552948	D	1089
NP_010334.1	VMS1		553254	555152	D	1899
NP_010335.1	TPI1		555726	556472	R	747
NP_010336.3	DET1		557056	558060	R	1005
NP_010337.3	DBF4		558511	560625	R	2115
NP_010339.1	CDC34		561440	562327	R	888
NP_010340.1	PST1		563527	564861	D	1335
NP_010341.3	YDR056C		565023	565640	R	618
NP_010342.3	YOS9		565927	567555	D	1629
NP_010343.1	TGL2		567723	568703	R	981
NP_010344.1	UBC5		569234	569770	R	537
NP_010345.3	MAK21		570649	573726	D	3078
NP_010346.3	YDR061W		574164	575783	D	1620
NP_010347.1	LCB2		576474	578159	D	1686
NP_010348.1	AIM7		578663	579112	D	450
NP_010349.3	RPS13		579458	580452	D	995
NP_010350.3	RRG1		580687	581784	D	1098
NP_010351.1	RTR2		581908	582498	R	591
NP_010352.1	OCA6		582791	583465	R	675
NP_010353.3	DOS2		583713	584645	D	933
NP_010354.3	DOA4		584939	587719	R	2781
NP_010355.1	FMP16		588098	588379	R	282
NP_010356.1	PAA1		588827	589402	R	576
NP_010357.3	IPT1		589761	591344	R	1584
NP_010358.3	SNF11		592439	592948	D	510
NP_010359.1	TPS2		593893	596583	D	2691
NP_010360.1	PPH3		597156	598082	D	927
NP_010361.3	RAD55		598468	599688	D	1221
NP_010362.3	SED1		600793	601809	D	1017
NP_010363.1	SHU2		602198	602869	R	672
NP_010364.1	PET100		603064	603399	D	336
NP_076886.3	TFB5		603593	603811	R	219
NP_010365.3	VPS41		604008	606986	D	2979
NP_010366.1	PDC2		607304	610081	R	2778
NP_010367.1	STN1		610441	611925	D	1485
NP_010368.5	RRP8		612073	613251	D	1179
NP_010369.3	TVP23		613405	614004	R	600
NP_010370.1	AFR1		614288	616150	R	1863
NP_010371.1	SSS1		616928	617170	R	243
NP_010372.3	RRP1		617470	618306	R	837
NP_010373.3	SLU7		618497	619645	R	1149
NP_010374.1	YDR089W		622112	624721	D	2610
NP_010375.1	YDR090C		625066	625998	R	933
NP_010376.3	RLI1		626708	628534	R	1827
NP_010377.3	UBC13		629876	630605	D	730
NP_010378.1	DNF2		631282	636120	D	4839
NP_010381.1	GIS1		637139	639823	D	2685
NP_010382.3	MSH6		640109	643837	R	3729
NP_010383.3	GRX3		644178	645035	R	858
NP_058140.1	YDR098C-B		645858	651126	R	5269
NP_058141.1	YDR098C-A		649804	651126	R	1323
NP_010384.3	BMH2		653607	654428	D	822
NP_010385.3	TVP15		655013	655444	D	432
NP_010386.1	ARX1		655686	657467	R	1782
NP_010388.1	STE5		658350	661103	D	2754
NP_010389.3	SPO71		661173	664910	R	3738
NP_010390.3	TMS1		665349	666770	R	1422
NP_010391.1	ARP10		667004	667858	D	855
NP_010392.1	TMN2		669016	671034	R	2019
NP_010393.3	TRS85		671269	673365	D	2097
NP_010394.3	YDR109C		673520	675667	R	2148
NP_010395.1	FOB1		676102	677802	D	1701
NP_010396.1	ALT2		678241	679764	R	1524
NP_010398.3	PDS1		680496	681617	R	1122
NP_010399.3	YDR114C		681924	682226	R	303
NP_010400.1	YDR115W		682175	682492	D	318
NP_010401.1	MRPL1		682724	683581	R	858
NP_010402.3	TMA64		683946	685643	R	1698
NP_010403.3	APC4		685882	687840	D	1959
NP_010404.1	VBA4		688227	690533	D	2307
NP_001032575.1	COX26		691014	691214	D	201
NP_010405.3	TRM1		691549	693261	R	1713
NP_010406.3	DPB4		693585	694175	D	591
NP_010407.1	KIN1		694700	697894	D	3195
NP_010408.1	INO2		698554	699468	R	915
NP_010409.3	YDR124W		700315	701289	D	975
NP_010410.3	ECM18		701397	702758	R	1362
NP_010411.1	SWF1		703234	704244	D	1011
NP_010412.1	ARO1		704484	709250	D	4767
NP_010413.3	MTC5		709549	712995	D	3447
NP_010414.3	SAC6		713340	715379	R	2040
NP_010415.1	FIN1		715747	716622	R	876
NP_010416.1	YDR131C		716790	718460	R	1671
NP_010417.3	YDR132C		718816	720303	R	1488
NP_010419.3	YCF1		723004	727551	R	4548
NP_010421.1	RGP1		728259	730250	D	1992
NP_010422.1	HPR1		730578	732836	D	2259
NP_010423.4	RUB1		733618	733924	R	307
NP_010424.3	MTQ2		734138	734803	D	666
NP_010425.1	DOP1		734901	739997	R	5097
NP_010426.1	PEX7		740473	741600	R	1128
NP_010427.3	SAN1		742042	743874	R	1833
NP_010428.3	MKC7		744311	746101	R	1791
NP_010429.1	TAF12		746738	748357	D	1620
NP_010430.1	SWI5		748613	750742	R	2130
NP_010431.3	EKI1		751631	753235	D	1605
NP_010432.3	KGD2		753675	755066	R	1392
NP_010434.1	NUM1		755628	763874	D	8247
NP_010435.1	CTH1		764178	765155	R	978
NP_010436.3	GIR2		765706	766503	D	798
NP_010437.3	ENT5		766736	767971	R	1236
NP_010439.1	CPR1		768512	769000	R	489
NP_010440.1	RPA14		769525	769938	D	414
NP_010442.3	HOM2		770357	771454	D	1098
NP_010443.3	SAC3		771877	775782	D	3906
NP_010444.1	SSY1		776163	778721	D	2559
NP_010445.1	YDR161W		779043	780206	D	1164
NP_010446.3	NBP2		780390	781100	R	711
NP_010447.3	CWC15		781423	781950	D	528
NP_010448.1	SEC1		782041	784215	R	2175
NP_010449.1	TRM82		784871	786205	D	1335
NP_010450.3	SEC5		786306	789221	R	2916
NP_010451.3	TAF10		789449	790069	D	621
NP_010452.1	CDC37		790328	791848	D	1521
NP_010453.1	STB3		792348	793889	R	1542
NP_878062.3	YDR169C-A		794574	794723	R	150
NP_010454.3	SEC7		796193	802222	R	6030
NP_010455.1	YDR170W-A		803195	804517	D	1323
NP_010456.1	HSP42		806621	807748	D	1128
NP_010457.3	SUP35		808324	810381	D	2058
NP_010458.3	ARG82		810565	811632	R	1068
NP_010459.1	HMO1		812110	812850	D	741
NP_010460.1	RSM24		813193	814152	R	960
NP_010461.3	NGG1		814452	816560	D	2109
NP_010462.3	UBC1		816878	817525	D	648
NP_010463.1	SDH4		817950	818495	D	546
NP_010464.1	CSN9		818708	819196	R	489
NP_010465.4	YDR179W-A		819433	820824	D	1392
NP_010466.3	SCC2		821295	825776	D	4482
NP_010467.1	SAS4		825910	827355	R	1446
NP_010468.1	CDC1		827582	829057	D	1476
NP_878063.3	YDR182W-A		829151	829354	D	204
NP_010469.3	PLP1		829585	830277	D	693
NP_010470.1	ATC1		830629	831513	R	885
NP_010471.1	UPS3		831934	832473	R	540
NP_010472.3	YDR186C		832859	835492	R	2634
NP_010474.3	CCT6		836421	838061	D	1641
NP_010475.1	SLY1		838392	840392	D	2001
NP_010476.1	RVB1		840604	841995	R	1392
NP_010477.3	HST4		842337	843449	D	1113
NP_010478.3	NUP42		843569	844861	R	1293
NP_010480.1	MSS116		845952	847946	R	1995
NP_878064.1	YDR194W-A		848071	848223	D	153
NP_010481.3	REF2		848599	850200	D	1602
NP_010482.3	CAB5		850274	850999	R	726
NP_010483.1	CBS2		851228	852397	D	1170
NP_010484.1	RKM2		852533	853972	R	1440
NP_010486.3	VPS64		854279	856093	R	1815
NP_010487.3	SPC19		856317	856814	D	498
NP_010488.1	RAV2		856898	857953	R	1056
NP_010490.1	COQ4		858137	859144	D	1008
NP_010491.4	MSC2		859346	861520	D	2175
NP_010492.3	EBS1		862054	864708	D	2655
NP_010493.1	UME6		865012	867522	R	2511
NP_010494.1	MSS4		868224	870563	D	2340
NP_010496.3	YDR210W		871074	871301	D	228
NP_058142.3	YDR210W-B		872112	877425	D	5314
NP_058143.1	YDR210W-A		872112	873428	D	1317
NP_620387.1	YDR210C-D		878659	883927	R	5269
NP_620388.3	YDR210C-C		882605	883927	R	1323
NP_010497.3	GCD6		884727	886865	D	2139
NP_010498.1	TCP1		887232	888911	D	1680
NP_010499.1	UPC2		889751	892492	D	2742
NP_010500.3	AHA1		892875	893927	D	1053
NP_010502.3	ADR1		895035	899006	D	3972
NP_010503.1	RAD9		899551	903480	R	3930
NP_010504.1	SPR28		903781	905052	R	1272
NP_010505.3	MFB1		905455	906852	R	1398
NP_010507.3	GTB1		907330	909438	D	2109
NP_010508.1	YDR222W		910054	911301	D	1248
NP_010509.1	CRF1		912099	913502	D	1404
NP_010510.3	HTB1		914317	914712	R	396
NP_010511.3	HTA1		915530	915928	D	399
NP_010512.1	ADK1		916486	917154	D	669
NP_010513.1	SIR4		917571	921647	D	4077
NP_010514.3	PCF11		921926	923806	R	1881
NP_010515.3	IVY1		924785	926146	D	1362
NP_010517.1	COX20		926293	926910	R	618
NP_010518.1	HEM1		927452	929098	D	1647
NP_010519.3	RTN1		929470	930357	R	888
NP_010520.3	LYS4		931129	933210	D	2082
NP_010521.1	PRP42		933504	935138	D	1635
NP_010522.1	FMN1		935236	935892	R	657
NP_010523.3	MRPL7		936615	937493	D	879
NP_010524.3	SEC26		937895	940816	R	2922
NP_010525.1	YDR239C		941057	943420	R	2364
NP_010526.1	SNU56		943674	945152	R	1479
NP_010528.3	AMD2		946807	948456	D	1650
NP_010529.3	PRP28		948518	950284	R	1767
NP_010530.1	PEX5		950563	952401	D	1839
NP_010531.1	MNN10		952800	953981	D	1182
NP_010532.3	TRS23		954288	954947	D	660
NP_878065.3	YDR246W-A		955133	955333	D	201
NP_010533.1	VHS1		956013	957398	D	1386
NP_010534.1	YDR248C		957758	958339	R	582
NP_010535.3	YDR249C		958681	959802	R	1122
NP_010537.3	PAM1		960614	963106	D	2493
NP_010538.1	BTT1		963412	963861	D	450
NP_010539.1	MET32		963990	964565	R	576
NP_010540.3	CHL4		965113	966489	D	1377
NP_010541.3	RMD5		966557	967822	R	1266
NP_010542.1	CTA1		968133	969680	R	1548
NP_010543.1	RKM4		969990	971474	R	1485
NP_010544.3	HSP78		971808	974243	R	2436
NP_010545.3	YAP6		974631	975782	R	1152
NP_010546.1	SWM1		976717	977229	R	513
NP_010547.1	EXG2		977521	979209	R	1689
NP_058146.3	YDR261W-B		981462	986775	D	5314
NP_058147.3	YDR261W-A		981462	982778	D	1317
NP_058148.1	YDR261C-D		987534	992349	R	4816
