orf_id	gene	length
YLR149C	YLR149C	2193
YLR150W	STM1	822
YLR151C	PCD1	1023
YLR152C	YLR152C	1731
YLR153C	ACS2	2052
YLR154C	YLR154C	333
YLR155C	ASP3-1	1089
YLR156W	YLR156W	345
YLR157C	ASP3-2	1089
YLR157C-A	YLR157C-A	1323
YLR157C-B	YLR157C-B	5269
YLR158C	ASP3-3	1089
YLR159W	YLR159W	345
YLR160C	ASP3-4	1089
YLR161W	YLR161W	345
YLR162W	YLR162W	357
YLR163C	MAS1	1389
YLR164W	YLR164W	507
YLR165C	YLR165C	765
YLR166C	SEC10	2616
YLR167W	RPS31	459
YLR168C	MSF1'	693
YLR169W	YLR169W	354
YLR170C	APS1	471
YLR171W	YLR171W	390
YLR172C	DPH5	903
YLR173W	YLR173W	1827
YLR174W	IDP2	1239
YLR175W	CBF5	1452
YLR176C	RFX1	2436
YLR177W	YLR177W	1887
YLR178C	TFS1	660
YLR179C	YLR179C	606
YLR180W	SAM1	1149
YLR181C	YLR181C	993
YLR182W	SWI6	2412
YLR183C	YLR183C	1470
YLR184W	YLR184W	348
YLR185W	RPL37A	626
YLR186W	YLR186W	759
YLR187W	YLR187W	3081
YLR188W	MDL1	2088
YLR189C	UGT51	3597
YLR190W	YLR190W	1476
YLR191W	PEX13	1161
YLR192C	HCR1	798
YLR193C	YLR193C	528
YLR194C	YLR194C	765
YLR195C	NMT1	1368
YLR196W	PWP1	1731
YLR197W	SIK1	1515
YLR198C	YLR198C	360
YLR199C	YLR199C	663
YLR200W	YKE2	345
YLR201C	YLR201C	783
YLR202C	YLR202C	443
YLR203C	MSS51	1311
YLR204W	QRI5	336
YLR205C	YLR205C	822
YLR206W	ENT2	1842
YLR207W	HRD3	2502
YLR208W	SEC13	894
YLR209C	YLR209C	936
YLR210W	CLB4	1383
YLR211C	YLR211C	740
YLR212C	TUB4	1422
YLR213C	CRR1	1269
YLR214W	FRE1	2061
YLR215C	CDC123	1083
YLR216C	CPR6	1116
YLR217W	YLR217W	324
YLR218C	YLR218C	453
YLR219W	YLR219W	2187
YLR220W	CCC1	969
YLR221C	YLR221C	663
YLR222C	YLR222C	2454
YLR223C	IFH1	3258
YLR224W	YLR224W	1110
YLR225C	YLR225C	1224
YLR226W	BUR2	1188
YLR227C	YLR227C	1482
YLR227W-A	YLR227W-A	1323
YLR227W-B	YLR227W-B	5269
YLR228C	ECM22	2445
YLR229C	CDC42	576
YLR230W	YLR230W	306
YLR231C	YLR231C	1362
YLR232W	YLR232W	348
YLR233C	EST1	2100
YLR234W	TOP3	1971
YLR235C	YLR235C	399
YLR236C	YLR236C	324
YLR237W	THI7	1797
YLR238W	YLR238W	1437
YLR239C	YLR239C	987
YLR240W	VPS34	2628
YLR241W	YLR241W	2349
YLR242C	ARV1	966
YLR243W	YLR243W	819
YLR244C	MAP1	1164
YLR245C	CDD1	429
YLR246W	ERF2	1080
YLR247C	YLR247C	4671
YLR248W	RCK2	1833
YLR249W	YEF3	3135
YLR250W	SSP120	705
YLR251W	YLR251W	594
YLR252W	YLR252W	306
YLR253W	YLR253W	1710
YLR254C	YLR254C	570
YLR255C	YLR255C	354
YLR256W	HAP1	4509
YLR256W-A	YLR256W-A	1323
YLR257W	YLR257W	966
YLR258W	GSY2	2118
YLR259C	HSP60	1719
YLR260W	LCB5	2064
YLR261C	YLR261C	327
YLR262C	YPT6	648
YLR262C-A	YLR262C-A	195
YLR263W	RED1	2484
YLR264W	RPS28B	204
YLR265C	YLR265C	1029
YLR266C	YLR266C	2106
YLR267W	BOP2	1713
YLR268W	SEC22	645
YLR269C	YLR269C	351
YLR270W	YLR270W	1053
YLR271W	YLR271W	825
YLR272C	YCS4	3531
YLR273C	PIG1	1947
YLR274W	CDC46	2328
YLR275W	SMD2	423
YLR276C	DBP9	1785
YLR277C	YSH1	2340
YLR278C	YLR278C	4026
YLR279W	YLR279W	390
YLR280C	YLR280C	351
YLR281C	YLR281C	468
YLR282C	YLR282C	342
YLR283W	YLR283W	945
YLR284C	ECI1	843
YLR285W	YLR285W	786
YLR286C	CTS1	1689
YLR287C	YLR287C	1068
YLR287C-A	RPS30A	622
YLR288C	MEC3	1425
YLR289W	GUF1	1938
YLR290C	YLR290C	834
YLR291C	GCD7	1146
YLR292C	SEC72	582
YLR293C	GSP1	660
YLR294C	YLR294C	330
YLR295C	ATP14	375
YLR296W	YLR296W	327
YLR297W	YLR297W	390
YLR298C	YHC1	696
YLR299W	ECM38	1983
YLR300W	EXG1	1347
YLR301W	YLR301W	735
YLR302C	YLR302C	363
YLR303W	MET17	1335
YLR304C	ACO1	2337
YLR305C	STT4	5703
YLR306W	UBC12	701
YLR307W	CDA1	906
YLR308W	CDA2	939
YLR309C	IMH1	2736
YLR310C	CDC25	4770
YLR311C	YLR311C	348
YLR312C	YLR312C	1197
YLR312W-A	MRPL15	858
YLR313C	SPH1	1593
YLR314C	CDC3	1563
YLR315W	YLR315W	462
YLR316C	TAD3	1093
YLR317W	YLR317W	435
YLR318W	EST2	2655
YLR319C	BUD6	2367
YLR320W	YLR320W	4365
YLR321C	SFH1	1281
YLR322W	YLR322W	315
YLR323C	YLR323C	780
YLR324W	YLR324W	1572
YLR325C	RPL38	237
YLR326W	YLR326W	723
YLR327C	YLR327C	261
YLR328W	YLR328W	1206
YLR329W	REC102	603
YLR330W	CHS5	2016
YLR331C	YLR331C	378
YLR332W	MID2	1131
YLR333C	RPS25B	327
YLR334C	YLR334C	381
YLR335W	NUP2	2163
YLR336C	SGD1	2700
YLR337C	VRP1	2454
YLR338W	YLR338W	858
YLR339C	YLR339C	552
YLR340W	RPP0	939
YLR341W	YLR341W	1434
YLR342W	FKS1	5631
YLR343W	YLR343W	1668
YLR344W	RPL26A	831
YLR345W	YLR345W	1530
YLR346C	YLR346C	306
YLR347C	KAP95	2586
YLR348C	DIC1	897
YLR349W	YLR349W	507
YLR350W	YLR350W	651
YLR351C	NIT3	876
YLR352W	YLR352W	2424
YLR353W	BUD8	1812
YLR354C	TAL1	1008
YLR355C	ILV5	1188
YLR356W	YLR356W	594
YLR357W	RSC2	2670
YLR358C	YLR358C	564
YLR359W	ADE13	1449
YLR360W	VPS38	1320
YLR361C	YLR361C	1737
YLR362W	STE11	2154
YLR363C	NMD4	657
YLR364W	YLR364W	330
YLR365W	YLR365W	333
YLR366W	YLR366W	306
YLR367W	RPS22B	876
YLR368W	YLR368W	1797
YLR369W	SSQ1	1974
YLR370C	ARC18	537
YLR371W	ROM2	4071
YLR372W	SUR4	1038
YLR373C	VID22	2706
YLR374C	YLR374C	390
YLR375W	STP3	1032
YLR376C	YLR376C	729
YLR377C	FBP1	1047
YLR378C	SEC61	1443
YLR379W	YLR379W	375
YLR380W	CSR1	1227
YLR381W	YLR381W	2202
YLR382C	NAM2	2685
YLR383W	RHC18	3345
YLR384C	IKI3	4050
YLR385C	YLR385C	399
YLR386W	YLR386W	2643
YLR387C	YLR387C	1299
YLR388W	RPS29A	171
YLR389C	STE23	2967
YLR390W	ECM19	339
YLR390W-A	SSR1	717
YLR392C	YLR392C	1557
YLR393W	ATP10	840
YLR394W	CST9	1449
YLR395C	COX8	237
YLR396C	VPS33	2076
YLR397C	AFG2	2343
YLR398C	SKI2	3864
YLR399C	BDF1	2061
YLR400W	YLR400W	474
YLR401C	YLR401C	1830
YLR402W	YLR402W	516
YLR403W	SFP1	2052
YLR404W	YLR404W	858
YLR405W	YLR405W	1104
YLR406C	RPL31B	691
YLR407W	YLR407W	690
YLR408C	YLR408C	369
YLR409C	YLR409C	2820
YLR410W	VIP1	3441
YLR410W-A	YLR410W-A	1317
YLR410W-B	YLR410W-B	5314
YLR411W	CTR3	726
YLR412W	YLR412W	825
YLR413W	YLR413W	2028
YLR414C	YLR414C	792
YLR415C	YLR415C	339
YLR416C	YLR416C	399
YLR417W	VPS36	1701
YLR418C	CDC73	1182
YLR419W	YLR419W	4308
YLR420W	URA4	1095
YLR421C	RPN13	471
YLR422W	YLR422W	5799
YLR423C	APG17	1254
YLR424W	YLR424W	2127
YLR425W	TUS1	3924
YLR426W	YLR426W	1052
YLR427W	YLR427W	2013
YLR428C	YLR428C	345
YLR429W	CRN1	1956
YLR430W	SEN1	6696
YLR431C	YLR431C	1362
YLR432W	IMD3	1572
YLR433C	CNA1	1662
YLR434C	YLR434C	384
YLR435W	YLR435W	750
YLR436C	ECM30	3825
YLR437C	YLR437C	402
YLR438C-A	LSM3	270
YLR438W	CAR2	1275
YLR439W	MRPL4	960
YLR440C	YLR440C	2130
YLR441C	RPS1A	768
YLR442C	SIR3	2937
YLR443W	ECM7	1347
YLR444C	YLR444C	303
YLR445W	YLR445W	405
YLR446W	YLR446W	1302
YLR447C	VMA6	1038
YLR448W	RPL6B	915
YLR449W	FPR4	1179
YLR450W	HMG2	3138
YLR451W	LEU3	2661
YLR452C	SST2	2097
YLR453C	RIF2	1188
YLR454W	YLR454W	7887
YLR455W	YLR455W	915
YLR456W	YLR456W	615
YLR457C	NBP1	960
YLR458W	YLR458W	381
YLR459W	CDC91	1185
YLR460C	YLR460C	1131
YLR461W	PAU4	363
YLR462W	YLR462W	609
YLR463C	YLR463C	552
YLR464W	YLR464W	930
YLR465C	YLR465C	309
YLR466W	YRF1-4	4149
YLR467W	YRF1-5	5391
YML001W	YPT7	627
YML002W	YML002W	2214
YML003W	YML003W	873
YML004C	GLO1	981
YML005W	YML005W	1389
YML006C	GIS4	2325
YML007W	YAP1	1953
YML008C	ERG6	1152
YML009C	MRPL39	213
YML010C-B	YML010C-B	327
YML010W	SPT5	3192
YML010W-A	YML010W-A	477
YML011C	YML011C	534
YML012W	ERV25	636
YML013C-A	YML013C-A	378
YML013W	YML013W	1755
YML014W	YML014W	840
YML015C	TAF40	1041
YML016C	PPZ1	2079
YML017W	PSP2	1737
YML018C	YML018C	1182
YML019W	OST6	999
YML020W	YML020W	1995
YML021C	UNG1	1080
YML022W	APT1	564
YML023C	YML023C	1671
YML024W	RPS17A	809
YML025C	YML025C	960
YML026C	RPS18B	842
YML027W	YOX1	1158
YML028W	TSA1	591
YML029W	YML029W	2517
YML030W	YML030W	480
YML031W	NDC1	1968
YML032C	RAD52	1515
YML034W	SRC1	2631
YML035C	AMD1	2433
YML035C-A	YML035C-A	399
YML036W	YML036W	570
YML037C	YML037C	1023
YML038C	YMD8	1329
YML039W	YML039W	5269
YML040W	YML040W	1323
YML041C	YML041C	843
YML042W	CAT2	2013
YML043C	RRN11	1524
YML045W	YML045W	5269
YML045W-A	YML045W-A	1323
YML046W	PRP39	1890
YML047C	PRM6	1059
YML048W	GSF2	1212
YML048W-A	YML048W-A	366
YML049C	RSE1	4086
YML050W	YML050W	936
YML051W	GAL80	1308
YML052W	SUR7	909
YML053C	YML053C	639
YML054C	CYB2	1776
YML055W	SPC2	537
YML056C	IMD4	1983
YML057W	CMP2	1815
YML058C-A	YML058C-A	390
YML058W	SML1	315
YML058W-A	HUG1	207
YML059C	YML059C	5040
YML060W	OGG1	1131
YML061C	PIF1	2580
YML062C	MFT1	1179
YML063W	RPS1B	768
YML064C	TEM1	738
YML065W	ORC1	2745
YML066C	YML066C	1110
YML067C	ERV41	1152
YML068W	YML068W	1395
YML069W	POB3	1659
YML070W	DAK1	1755
YML071C	YML071C	1824
YML072C	YML072C	4638
YML073C	RPL6A	946
YML074C	NPI46	1236
YML075C	HMG1	3165
YML076C	YML076C	2835
YML077W	BET5	480
YML078W	CPR3	549
YML079W	YML079W	606
YML080W	YML080W	1272
YML081C-A	ATP18	180
YML081W	YML081W	3756
YML082W	YML082W	1950
YML083C	YML083C	1257
YML084W	YML084W	309
YML085C	TUB1	1460
YML086C	ALO1	1581
YML087C	YML087C	939
YML088W	YML088W	2007
YML089C	YML089C	369
YML090W	YML090W	387
YML091C	RPM2	3609
YML092C	PRE8	753
YML093W	YML093W	2700
YML094W	GIM5	575
YML095C	RAD10	633
YML095C-A	YML095C-A	402
YML096W	YML096W	1578
YML097C	VPS9	1356
YML098W	TAF19	504
YML099C	ARG81	2643
YML100W	TSL1	3297
YML100W-A	YML100W-A	330
YML101C	YML101C	354
YML102C-A	YML102C-A	318
YML102W	CAC2	1407
YML103C	NUP188	4968
YML104C	MDM1	3384
YML105C	SEC65	822
YML106W	URA5	681
YML107C	YML107C	1161
YML108W	YML108W	318
YML109W	ZDS2	2829
YML110C	COQ5	924
YML111W	BUL2	2763
YML112W	CTK3	891
YML113W	DAT1	747
YML114C	TAF65	1533
YML115C	VAN1	1608
YML116W	ATR1	1629
YML117W	YML117W	3405
YML117W-A	YML117W-A	303
YML118W	YML118W	1518
YML119W	YML119W	1074
YML120C	NDI1	1542
YML121W	GTR1	933
YML122C	YML122C	381
YML123C	PHO84	1764
YML124C	TUB3	1636
YML125C	YML125C	939
YML126C	ERG13	1476
YML127W	YML127W	1746
YML128C	YML128C	1542
YML129C	COX14	213
YML130C	ERO1	1692
YML131W	YML131W	1098
YML132W	COS3	1140
YML133C	YML133C	4224
YMR001C	CDC5	2118
YMR002W	YMR002W	471
YMR003W	YMR003W	597
YMR004W	MVP1	1536
YMR005W	MPT1	1167
YMR006C	PLB2	2121
YMR007W	YMR007W	381
YMR008C	PLB1	1995
YMR009W	YMR009W	540
YMR010W	YMR010W	1218
YMR011W	HXT2	1626
YMR012W	CLU1	3834
YMR013C	SEC59	1560
YMR014W	YMR014W	1560
YMR015C	ERG5	1617
YMR016C	SOK2	2358
YMR017W	SPO20	1194
YMR018W	YMR018W	1545
YMR019W	STB4	2850
YMR020W	FMS1	1527
YMR021C	MAC1	1254
YMR022W	QRI8	498
YMR023C	MSS1	1581
YMR024W	MRPL3	1173
YMR025W	YMR025W	888
YMR026C	PEX12	1200
YMR027W	HRT2	1413
YMR028W	TAP42	1101
YMR029C	YMR029C	1572
YMR030W	YMR030W	1131
YMR031C	YMR031C	2532
YMR031W-A	YMR031W-A	327
YMR032W	HOF1	2010
YMR033W	ARP9	1490
YMR034C	YMR034C	1305
YMR035W	IMP2	534
YMR036C	MIH1	1665
YMR037C	MSN2	2115
YMR038C	LYS7	750
YMR039C	SUB1	879
YMR040W	YMR040W	483
YMR041C	YMR041C	1008
YMR042W	ARG80	534
YMR043W	MCM1	861
YMR044W	IOC4	1428
YMR045C	YMR045C	5269
YMR046C	YMR046C	1323
YMR046W-A	YMR046W-A	129
YMR047C	NUP116	3342
YMR048W	YMR048W	954
YMR049C	YMR049C	2424
YMR050C	YMR050C	5269
YMR051C	YMR051C	1323
YMR052C-A	YMR052C-A	366
YMR052W	FAR3	615
YMR053C	STB2	2553
YMR054W	STV1	2673
YMR055C	BUB2	921
YMR056C	AAC1	930
YMR057C	YMR057C	372
YMR058W	FET3	1911
YMR059W	SEN15	447
YMR060C	TOM37	984
YMR061W	RNA14	2034
YMR062C	ECM40	1326
YMR063W	RIM9	720
YMR064W	AEP1	1557
YMR065W	KAR5	1515
YMR066W	SOV1	2697
YMR067C	YMR067C	1251
YMR068W	YMR068W	1281
YMR069W	YMR069W	858
YMR070W	MOT3	1473
YMR071C	YMR071C	504
YMR072W	ABF2	552
YMR073C	YMR073C	606
YMR074C	YMR074C	438
YMR075C-A	YMR075C-A	366
YMR075W	YMR075W	2055
YMR076C	PDS5	3834
YMR077C	YMR077C	666
YMR078C	CTF18	2226
YMR079W	SEC14	1071
YMR080C	NAM7	2916
YMR081C	ISF1	1017
YMR082C	YMR082C	357
YMR083W	ADH3	1128
YMR084W	YMR084W	789
YMR085W	YMR085W	1299
YMR086C-A	YMR086C-A	339
YMR086W	YMR086W	2883
YMR087W	YMR087W	855
YMR088C	YMR088C	1689
YMR089C	YTA12	2478
YMR090W	YMR090W	684
YMR091C	NPL6	1308
YMR092C	AIP1	1848
YMR093W	YMR093W	1542
YMR094W	CTF13	1437
YMR095C	SNO1	675
YMR096W	SNZ1	894
YMR097C	YMR097C	1104
YMR098C	YMR098C	1839
YMR099C	YMR099C	894
YMR100W	MUB1	1863
YMR101C	SRT1	1032
YMR102C	YMR102C	2505
YMR103C	YMR103C	363
YMR104C	YPK2	2034
YMR105C	PGM2	1710
YMR106C	YKU80	1890
YMR107W	YMR107W	348
YMR108W	ILV2	2064
YMR109W	MYO5	3660
YMR110C	YMR110C	1599
YMR111C	YMR111C	1389
YMR112C	MED11	396
YMR113W	FOL3	1284
YMR114C	YMR114C	1107
YMR115W	YMR115W	1506
YMR116C	ASC1	1233
YMR117C	SPC24	642
YMR118C	YMR118C	591
YMR119W	YMR119W	1875
YMR119W-A	YMR119W-A	375
YMR120C	ADE17	1779
YMR121C	RPL15B	615
YMR122C	YMR122C	375
YMR122W-A	YMR122W-A	255
YMR123W	PKR1	369
YMR124W	YMR124W	2832
YMR125W	STO1	2908
YMR126C	YMR126C	1029
YMR127C	SAS2	1017
YMR128W	ECM16	3804
YMR129W	POM152	4014
YMR130W	YMR130W	909
YMR131C	RSA2	1536
YMR132C	YMR132C	627
YMR133W	REC114	1403
YMR134W	YMR134W	714
YMR135C	YMR135C	1368
YMR135W-A	YMR135W-A	534
YMR136W	GAT2	1683
YMR137C	PSO2	1986
YMR138W	CIN4	576
YMR139W	RIM11	1113
YMR140W	YMR140W	1470
YMR141C	YMR141C	309
YMR142C	RPL13B	1002
YMR143W	RPS16A	976
YMR144W	YMR144W	1029
YMR145C	YMR145C	1683
YMR146C	TIF34	1044
YMR147W	YMR147W	672
YMR148W	YMR148W	447
YMR149W	SWP1	861
YMR150C	IMP1	573
YMR151W	YIM2	438
YMR152W	YIM1	1098
YMR153C-A	YMR153C-A	336
YMR153W	NUP53	1428
YMR154C	RIM13	2184
YMR155W	YMR155W	1644
YMR156C	YMR156C	717
YMR157C	YMR157C	768
YMR158C-B	YMR158C-B	138
YMR158W	YMR158W	468
YMR158W-A	YMR158W-A	321
YMR159C	APG16	453
YMR160W	YMR160W	2451
YMR161W	HLJ1	675
YMR162C	YMR162C	4971
YMR163C	YMR163C	2118
YMR164C	MSS11	2277
YMR165C	SMP2	2589
YMR166C	YMR166C	1107
YMR167W	MLH1	2310
YMR168C	CEP3	1827
YMR169C	ALD3	1521
YMR170C	ALD2	1521
YMR171C	YMR171C	1653
YMR172C-A	YMR172C-A	384
YMR172W	HOT1	2160
YMR173W	DDR48	1293
YMR173W-A	YMR173W-A	1185
YMR174C	PAI3	207
YMR175W	SIP18	240
YMR176W	ECM5	4236
YMR177W	MMT1	1533
YMR178W	YMR178W	825
YMR179W	SPT21	2277
YMR180C	CTL1	963
YMR181C	YMR181C	465
YMR182C	RGM1	636
YMR183C	SSO2	888
YMR184W	YMR184W	597
YMR185W	YMR185W	2946
YMR186W	HSC82	2118
YMR187C	YMR187C	1296
YMR188C	YMR188C	714
YMR189W	GCV2	3105
YMR190C	SGS1	4344
YMR191W	YMR191W	1377
YMR192W	YMR192W	2163
YMR193C-A	YMR193C-A	387
YMR193W	MRPL24	777
YMR194C-A	YMR194C-A	225
YMR194W	RPL36A	766
YMR195W	ICY1	384
YMR196W	YMR196W	3267
YMR197C	VTI1	654
YMR198W	CIK1	1785
YMR199W	CLN1	1641
YMR200W	ROT1	771
YMR201C	RAD14	1200
YMR202W	ERG2	669
YMR203W	TOM40	1164
YMR204C	YMR204C	1263
YMR205C	PFK2	2880
YMR206W	YMR206W	942
YMR207C	HFA1	6372
YMR208W	ERG12	1332
YMR209C	YMR209C	1374
YMR210W	YMR210W	1350
YMR211W	YMR211W	1428
YMR212C	EFR3	2349
YMR213W	CEF1	1773
YMR214W	SCJ1	1215
YMR215W	YMR215W	1575
YMR216C	SKY1	2229
YMR217W	GUA1	1578
YMR218C	TRS130	3309
YMR219W	ESC1	4977
YMR220W	ERG8	1356
YMR221C	YMR221C	1515
YMR222C	YMR222C	672
YMR223W	UBP8	1416
YMR224C	MRE11	2079
YMR225C	MRPL44	444
YMR226C	YMR226C	804
YMR227C	TAF67	1773
YMR228W	MTF1	1026
YMR229C	RRP5	5190
YMR230W	RPS10B	728
YMR231W	PEP5	3090
YMR232W	FUS2	2034
YMR233W	YMR233W	681
YMR234W	RNH1	1047
YMR235C	RNA1	1224
YMR236W	TAF17	474
YMR237W	YMR237W	2175
YMR238W	DFG5	1377
YMR239C	RNT1	1416
YMR240C	CUS1	1311
YMR241W	YHM2	945
YMR242C	RPL20A	543
YMR243C	ZRC1	1329
YMR244C-A	YMR244C-A	315
YMR244W	YMR244W	1068
YMR245W	YMR245W	621
YMR246W	FAA4	2085
YMR247C	YMR247C	4689
YMR250W	GAD1	1758
YMR251W	YMR251W	1101
YMR251W-A	HOR7	180
YMR252C	YMR252C	405
YMR253C	YMR253C	1245
YMR254C	YMR254C	309
YMR255W	GFD1	567
YMR256C	COX7	183
YMR257C	PET111	2403
YMR258C	YMR258C	1662
YMR259C	YMR259C	4263
YMR260C	TIF11	462
YMR261C	TPS3	3165
YMR262W	YMR262W	942
YMR263W	YMR263W	606
YMR264W	CUE1	612
YMR265C	YMR265C	1386
YMR266W	YMR266W	2862
YMR267W	PPA2	933
YMR268C	PRP24	1335
YMR269W	YMR269W	429
YMR270C	RRN9	1098
YMR271C	URA10	684
YMR272C	SCS7	1155
YMR273C	ZDS1	2748
YMR274C	RCE1	948
YMR275C	BUL1	2931
YMR276W	DSK2	1122
YMR277W	FCP1	2199
YMR278W	YMR278W	1869
YMR279C	YMR279C	1623
YMR280C	CAT8	4302
YMR281W	GPI12	915
YMR282C	AEP2	1743
YMR283C	RIT1	1542
YMR284W	YKU70	1809
YMR285C	YMR285C	1548
YMR286W	MRPL33	261
YMR287C	MSU1	2910
YMR288W	YMR288W	2916
YMR289W	YMR289W	1125
YMR290C	HAS1	1518
YMR290W-A	YMR290W-A	348
YMR291W	YMR291W	1761
YMR292W	GOT1	499
YMR293C	YMR293C	1395
YMR294W	JNM1	1122
YMR294W-A	YMR294W-A	360
YMR295C	YMR295C	594
YMR296C	LCB1	1677
YMR297W	PRC1	1599
YMR298W	YMR298W	453
YMR299C	YMR299C	939
YMR300C	ADE4	1533
YMR301C	ATM1	2073
YMR302C	PRP12	2553
YMR303C	ADH2	1047
YMR304C-A	YMR304C-A	351
YMR304W	UBP15	3693
YMR305C	SCW10	1170
YMR306C-A	YMR306C-A	390
YMR306W	FKS3	5358
YMR307W	GAS1	1680
YMR308C	PSE1	3270
YMR309C	NIP1	2439
YMR310C	YMR310C	954
YMR311C	GLC8	690
YMR312W	YMR312W	822
YMR313C	YMR313C	1929
YMR314W	PRE5	705
YMR315W	YMR315W	1050
YMR316C-A	YMR316C-A	312
YMR316C-B	YMR316C-B	309
YMR316W	DIA1	1011
YMR317W	YMR317W	3423
YMR318C	YMR318C	1083
YMR319C	FET4	1659
YMR320W	YMR320W	306
YMR321C	YMR321C	318
YMR322C	YMR322C	714
YMR323W	YMR323W	1314
YMR324C	YMR324C	243
YMR325W	YMR325W	375
YMR326C	YMR326C	309
YNL001W	DOM34	1161
YNL002C	RLP7	969
YNL003C	PET8	855
YNL004W	HRB1	1290
YNL005C	MRP7	1116
YNL006W	LST8	912
YNL007C	SIS1	1059
YNL008C	YNL008C	2010
YNL009W	IDP3	1263
YNL010W	YNL010W	726
YNL011C	YNL011C	1335
YNL012W	SPO1	1980
YNL013C	YNL013C	378
YNL014W	YNL014W	3135
YNL015W	PBI2	228
YNL016W	PUB1	1362
YNL017C	YNL017C	339
YNL018C	YNL018C	1839
YNL019C	YNL019C	855
YNL020C	ARK1	1917
YNL021W	HDA1	2121
YNL022C	YNL022C	1473
YNL023C	FAP1	2898
YNL024C	YNL024C	741
YNL025C	SSN8	972
YNL026W	YNL026W	1455
YNL027W	CRZ1	2037
YNL028W	YNL028W	318
YNL029C	KTR5	1569
YNL030W	HHF2	312
YNL031C	HHT2	411
YNL032W	SIW14	846
YNL033W	YNL033W	855
YNL034W	YNL034W	1839
YNL035C	YNL035C	1170
YNL036W	NCE103	666
YNL037C	IDH1	1083
YNL038W	YNL038W	639
YNL039W	TFC5	1785
YNL040W	YNL040W	1371
YNL041C	YNL041C	2520
YNL042W	BOP3	1191
YNL043C	YNL043C	321
YNL044W	YIP3	610
YNL045W	YNL045W	2016
YNL046W	YNL046W	519
YNL047C	YNL047C	1971
YNL048W	ALG11	1647
YNL049C	SFB2	2631
YNL050C	YNL050C	904
YNL051W	YNL051W	1212
YNL052W	COX5A	462
YNL053W	MSG5	1470
YNL054W	VAC7	3498
YNL054W-A	YNL054W-A	1323
YNL054W-B	YNL054W-B	5251
YNL055C	POR1	852
YNL056W	YNL056W	594
YNL057W	YNL057W	333
YNL058C	YNL058C	951
YNL059C	ARP5	2268
YNL061W	NOP2	1857
YNL062C	GCD10	1437
YNL063W	YNL063W	945
YNL064C	YDJ1	1230
YNL065W	YNL065W	1761
YNL066W	SUN4	1263
YNL067W	RPL9B	576
YNL068C	FKH2	2589
YNL069C	RPL16B	1046
YNL070W	TOM7	183
YNL071W	LAT1	1449
YNL072W	RNH35	924
YNL073W	MSK1	1731
YNL074C	MLF3	1359
YNL075W	IMP4	873
YNL076W	MKS1	1755
YNL077W	YNL077W	1587
YNL078W	YNL078W	1224
YNL079C	TPM1	600
YNL080C	YNL080C	1101
YNL081C	YNL081C	432
YNL082W	PMS1	2715
YNL083W	YNL083W	1485
YNL084C	END3	1050
YNL085W	MKT1	2493
YNL086W	YNL086W	309
YNL087W	YNL087W	3537
YNL088W	TOP2	4287
YNL089C	YNL089C	477
YNL090W	RHO2	579
YNL091W	YNL091W	3723
YNL092W	YNL092W	1203
YNL093W	YPT53	663
YNL094W	YNL094W	1764
YNL095C	YNL095C	1929
YNL096C	RPS7B	918
YNL097C	PHO23	993
YNL098C	RAS2	969
YNL099C	YNL099C	717
YNL100W	YNL100W	705
YNL101W	YNL101W	2142
YNL102W	POL1	4407
YNL103W	MET4	2019
YNL104C	LEU4	1860
YNL105W	YNL105W	429
YNL106C	INP52	3552
YNL107W	YAF9	681
YNL108C	YNL108C	813
YNL109W	YNL109W	546
YNL110C	YNL110C	663
YNL111C	CYB5	363
YNL112W	DBP2	2643
YNL113W	RPC19	429
YNL114C	YNL114C	372
YNL115C	YNL115C	1935
YNL116W	YNL116W	1569
YNL117W	MLS1	1665
YNL118C	DCP2	2913
YNL119W	YNL119W	1482
YNL120C	YNL120C	486
YNL121C	TOM70	1854
YNL122C	YNL122C	348
YNL123W	YNL123W	2994
YNL124W	YNL124W	1479
YNL125C	ESBP6	2022
YNL126W	SPC98	2541
YNL127W	YNL127W	2862
YNL128W	TEP1	1305
YNL129W	YNL129W	723
YNL130C	CPT1	1602
YNL131W	TOM22	459
YNL132W	YNL132W	3171
YNL133C	YNL133C	522
YNL134C	YNL134C	1131
YNL135C	FPR1	345
YNL136W	YNL136W	1278
YNL137C	NAM9	1461
YNL138W	SRV2	1581
YNL139C	RLR1	4794
YNL140C	YNL140C	570
YNL141W	AAH1	1044
YNL142W	MEP2	1500
YNL143C	YNL143C	393
YNL144C	YNL144C	2223
YNL145W	MFA2	117
YNL146W	YNL146W	303
YNL147W	LSM7	444
YNL148C	ALF1	765
YNL149C	YNL149C	390
YNL150W	YNL150W	408
YNL151C	RPC31	756
YNL152W	YNL152W	1230
YNL153C	GIM3	390
YNL154C	YCK2	1641
YNL155W	YNL155W	825
YNL156C	YNL156C	900
YNL157W	YNL157W	507
YNL158W	YNL158W	597
YNL159C	YNL159C	870
YNL160W	YGP1	1065
YNL161W	CBK1	2271
YNL162W	RPL42A	833
YNL163C	YNL163C	3333
YNL164C	YNL164C	1056
YNL165W	YNL165W	1221
YNL166C	BNI5	1347
YNL167C	SKO1	1944
YNL168C	YNL168C	780
YNL169C	PSD1	1503
YNL170W	YNL170W	396
YNL171C	YNL171C	369
YNL172W	APC1	5247
YNL173C	MDG1	1101
YNL174W	YNL174W	573
YNL175C	NOP13	1212
